Item ID,GUID,Name,Number,Imported ID,Base Price,Created Date,Archived,Modifier
400000003973350826,10c155b2-bfdb-46e3-9cef-8c55dbf5e1ad,Regular,400000003973350829,,21.00,2/3/2020,No,No
400000002147634408,10e5a37f-ef59-4df5-b0bf-ccae748ddcb4,Regular,400000002147634411,,30.00,8/16/2019,No,No
400000000124840880,10e89f85-2306-46a7-bcbc-fa036f722900,No Walnut,400000000124840883,,0.00,11/20/2018,No,No
400000004398957750,110a8cd6-d1de-4dcd-a955-fedf6e401777,WC,400000004398957753,,65.00,3/2/2020,No,No
400000000418333174,113c6503-ce95-44d7-a2bc-5ecdc43f1b8a,6+,400000000418333177,,22.00,2/4/2019,No,No
400000004397135063,1163d3a0-8543-4aca-b91f-e5e7e198d89e,Regular,400000004397135066,,28.00,3/2/2020,No,No
400000001121746306,11752429-3868-4667-8e2f-add3158ffd79,RET,400000001121746309,,18.00,5/6/2019,No,No
400000002839653393,11a1ce63-a53c-4992-8de5-89a1afbc64db,Sale,400000002839653396,,31.45,10/22/2019,No,No
400000000270415018,122cdec6-a2b2-4ecd-b21a-08e6bd7a507a,1/2 lb.,400000000270415021,,9.45,1/3/2019,No,No
400000002839678844,125256bc-381b-4c2e-8d75-6bbb2cb70a64,Sale,400000002839678847,,19.55,10/22/2019,No,No
400000003629968062,125298f9-c2a4-4102-b247-89924d61b887,6/+,400000003629968065,,28.00,1/6/2020,No,No
400000000270487562,12b2b28d-fbd7-41f5-a206-d9daf3c68f14,1/4 lb.,400000000270487565,,4.90,1/3/2019,No,No
400000000672919248,12b9689c-6b77-44da-9853-e6b45b9a3d09,Sale,400000000672919801,,13.00,3/15/2019,No,No
400000000124870371,1327790c-65f6-4ce8-990f-abbc94053c90,No Pistachios,400000000124870374,,0.00,11/20/2018,No,No
400000000418304580,1388e45f-441b-4959-a6e4-edd1a8f09716,WC,400000000418304583,,49.00,2/4/2019,No,No
400000001738727237,13a57476-fc6e-4b0b-ade5-544574625df6,WC,400000001738727240,,44.00,7/8/2019,No,No
400000003973270216,13aafa4a-2678-40da-b584-d94ec1068ace,WC,400000003973270219,,41.00,2/3/2020,No,No
400000000124931705,13d4424a-543e-451e-89c6-90d56afc7957,No Mufaleta,400000000124931708,,0.00,11/20/2018,No,No
400000004397125337,141100fe-7fe6-4333-8692-4185a8aebaa2,Sale 6/+,400000004397125340,,24.00,3/2/2020,No,No
400000004460432387,141e6c80-68cc-4516-b9bd-23ac63c56de5,6/+,400000004460432390,,14.76,3/6/2020,No,No
400000000591820882,142f2099-2049-438a-96a8-a76a1c61398d,Normal,400000000591820885,,18.00,3/4/2019,No,No
400000002839660927,144ca852-66b4-4a4a-871f-c2a92b09cc5c,Sale 6/+,400000002839660930,,22.40,10/22/2019,No,No
400000002839676122,147b54c5-aa98-4b43-a69d-e46805f31900,Sale 6/+,400000002839676125,,16.80,10/22/2019,No,No
400000002330236966,14956647-eb52-4b51-8266-2ddccf594382,Regular,400000002330236969,,26.00,9/2/2019,No,No
400000002397881102,14a6f1b4-884e-488f-b5e1-6499aeae2e16,WC,400000002397881105,,19.00,9/9/2019,No,No
400000003629981463,14a7a592-2880-4042-a5f8-583bb04fffc0,6/+,400000003629981466,,60.00,1/6/2020,No,No
400000001029647808,14b5f565-a96a-41ed-b48d-4b39a6d05116,Sale,400000001029647811,,15.00,4/26/2019,No,No
400000004460624569,14d7c169-1362-466a-963f-7931401c0b02,6/+,400000004460624572,,21.32,3/6/2020,No,No
400000004460577346,14e02eca-0859-4757-9beb-51f381ab1689,Sale,400000004460577349,,38.25,3/6/2020,No,No
400000002036231299,151d3e42-1b49-4b78-a088-0f8b36d7a2fe,Regular,400000002036232002,,35.00,8/5/2019,No,No
400000000270361188,151f4c2b-8ccf-4319-a2f4-ef2bf9d69b7e,1 lb.,400000000270361191,,17.10,1/3/2019,No,No
400000000877584469,158174ab-5f3a-49a2-96c3-b4da99054df8,WC,400000000877584472,,52.00,4/8/2019,No,No
400000003630019556,15888e83-9abe-4492-be60-4dbf258209fc,WC,400000003630019559,,15.00,1/6/2020,No,No
400000000268122953,159cdade-550d-4c5e-98d5-be37646adb23,Sugar,400000000268122956,,0.00,1/3/2019,No,No
400000009326989819,166c0f0a-075c-46d2-8dec-79a30bb048ca,Choc Cannoli,400000009326989822,,0.00,2/12/2021,No,No
400000002397889445,167ad1b0-7e9b-423b-af2a-983970443c2f,6/+,400000002397889448,,14.00,9/9/2019,No,No
400000002078231527,16959663-d3a6-4eb3-a208-42590758e75f,Sale 6/+,400000002078231530,,13.50,8/9/2019,No,No
400000003973339211,175bb017-d5ed-49aa-93d0-c1eb3eadfc6a,Regular,400000003973339214,,20.00,2/3/2020,No,No
400000003250867496,178fc759-5ddf-43d8-bce8-5e3619119fca,Regular,400000003250867499,,65.00,12/2/2019,No,No
400000002839691137,179cb38a-bb09-47b4-b8c5-79785ad20d87,Sale 6/+,400000002839691140,,22.40,10/22/2019,No,No
400000000270274250,17b7538e-f64b-490a-aff1-0936d7c4385c,3/4 lb.,400000000270274253,,12.07,1/3/2019,No,No
400000003646188936,18038fb0-8096-4657-8bc7-b73780abf1f0,Regular,400000003646188939,,40.00,1/8/2020,No,No
400000002036176280,1836a575-e9ce-4bb7-ae42-c3a7841229dd,Regular,400000002036176283,,17.00,8/5/2019,No,No
400000003203734060,19027e09-1f15-4abd-9f2d-e5e9336effed,Regular,400000003203734063,,23.00,11/27/2019,No,No
400000000415105289,1902ddbe-6249-4e5c-9fb7-4774beeedbfd,WC Price,400000000415105292,,23.00,2/4/2019,No,No
400000000418327737,19226716-48a4-42f5-ab99-75b15639698c,Regular,400000000418327740,,55.00,2/4/2019,No,No
400000003630056576,1926c0c9-083e-41a5-906d-aecd78765689,WC,400000003630056579,,30.00,1/6/2020,No,No
400000000124878289,193365fc-a7d2-4552-a2fa-b81aa559166d,No Pear,400000000124878292,,0.00,11/20/2018,No,No
400000000418265656,193b04f1-40e0-44de-bdb9-da568cedc992,WC,400000000418265659,,18.00,2/4/2019,No,No
400000002684691824,1954375d-9c84-48bd-acf4-7f543c8d13f4,WC,400000002684691827,,71.00,10/7/2019,No,No
400000002397860144,1960cdde-d578-463a-a142-4e754bba4d4b,Regular,400000002397860147,,48.00,9/9/2019,No,No
400000000268104547,1964eec5-062a-40ff-93f2-101a29bc8fc8,No Meat,400000000268104600,,0.00,1/3/2019,No,No
400000005140358034,19aaa523-2143-4997-8c15-1135b980adda,MISTA,400000005140358037,,0.00,5/24/2020,No,No
400000001266144722,19e1e13b-becc-40b6-a577-0790c52df060,Regular,400000001266144725,,25.00,5/21/2019,No,No
400000004397089064,19ff0278-8758-4620-9b40-32379956c917,WC,400000004397089067,,20.00,3/2/2020,No,No
400000003259300199,1a261b7d-9ba7-447c-8794-bbd713c64612,Sale 20%,400000003259300852,,26.40,12/3/2019,No,No
400000001121275560,1a45b605-bbad-4ae6-8020-7754cdae8dd3,RET,400000001121275563,,28.00,5/5/2019,No,No
400000001156055738,1a6aa0d9-875f-4e08-80f2-8e3e860a24c0,Sale,400000001156055741,,13.00,5/10/2019,No,No
400000000828535417,1a86244e-bf01-4009-bc0e-3263dd5d4e08,Sale,400000000828535420,,32.30,4/3/2019,No,No
400000002397969188,1ab648a9-7224-41c8-a0a3-ab0cd0b56637,WC,400000002397969191,,65.00,9/9/2019,No,No
400000001221834677,1b025dbe-31a9-436f-b334-a7fae0116eef,Normal,400000001221834680,,18.00,5/17/2019,No,No
400000001121280404,1b43daed-59e0-48e2-9d0d-009af288e8f5,WC,400000001121280407,,44.00,5/5/2019,No,No
